,brand,year,mileage,price(USD)
32361,Land,2020,5350,55341.0
32362,Volvo,2020,9305,55430.1
32363,Audi,2020,3000,55826.1
32364,Audi,2020,11350,58390.2
32365,Mazda,2021,2000,24245.1
32366,Toyota,2021,500,25730.1
32367,Mazda,2021,2000,26225.1
32368,Mazda,2021,2000,26225.1
32369,Mazda,2021,1000,26225.1
32370,Mazda,2021,1000,27413.1
32371,Mazda,2021,1000,29096.1
32372,Mazda,2021,1000,29690.1
32373,Subaru,2021,250,35630.1
32374,Toyota,2021,50,9098.1
32375,Renault,2021,300,9890.1
32376,Mitsubishi,2021,1000,9890.1
32377,Renault,2021,10,9890.1
32378,Renault,2021,10,9890.1
32379,Renault,2021,10,10157.4
32380,Toyota,2021,5,10187.1
32381,Kia,2021,380,10276.2
32382,Renault,2021,10,10286.1
32383,Kia,2021,370,10286.1
32384,Fiat,2021,100,10494.0
32385,BMW,2011,121000,6930.0
32386,Volkswagen,2011,98490,7029.0
32387,Audi,2011,127500,7118.1
32388,Toyota,2011,107852,7127.01
32389,Mercedes-Benz,2011,480000,7128.0
32390,BMW,2011,140000,7217.1
32391,Toyota,2011,78500,7227.0
32392,Ford,2011,102270,7415.1
32393,Skoda,2011,135000,7423.0199999999995
32394,Nissan,2011,106300,7425.0
32395,Volkswagen,2011,150000,7425.0
32396,Toyota,2011,195000,7514.1
32397,Volkswagen,2011,106000,7514.1
32398,Audi,2011,110940,7573.5
32399,BMW,2011,161893,7613.1
32400,Citroen,2011,72350,7622.01
32401,Suzuki,2011,144500,7623.0
32402,Opel,2011,97673,7671.51
32403,Dacia,2011,95410,7712.1
32404,Volkswagen,2011,154000,7722.0
32405,Fiat,2012,60000,7326.0
32406,SEAT,2012,64566,7326.0
32407,Opel,2012,45612,7365.6
32408,SEAT,2012,94000,7415.1
32409,Hyundai,2012,67297,7415.1
32410,Opel,2012,86000,7415.1
32411,Mitsubishi,2012,106500,7415.1
32412,Honda,2012,161575,7415.1
32413,Dacia,2012,72223,7423.0199999999995
32414,Hyundai,2012,140101,7424.01
32415,Volkswagen,2012,223000,7474.5
32416,Opel,2012,49987,7613.1
32417,Peugeot,2012,52459,7622.01
32418,Skoda,2012,80000,7721.01
32419,Opel,2012,129378,7721.01
32420,Ford,2012,125000,7721.01
32421,SEAT,2012,104000,7722.0
32422,Ford,2012,106373,7771.5
32423,Opel,2012,76000,7801.2
32424,Ford,2012,28000,7811.1
32425,MINI,2013,69000,7910.1
32426,Ford,2013,79840,7910.1
32427,Ford,2013,85137,7910.1
32428,Mercedes-Benz,2013,216000,7919.01
32429,MINI,2013,116555,7919.01
32430,Ford,2013,157000,7919.01
32431,Nissan,2013,197564,8118.0
32432,Peugeot,2013,54000,8118.0
32433,Opel,2013,49850,8187.3
32434,SEAT,2013,62100,8202.15
32435,Mitsubishi,2013,135000,8217.0
32436,Suzuki,2013,77000,8365.5
32437,Kia,2013,62800,8365.5
32438,Ford,2013,100000,8405.1
32439,Opel,2013,59600,8405.1
32440,Opel,2013,144587,8405.1
32441,SEAT,2013,76363,8405.1
32442,Volkswagen,2013,60000,8413.02
32443,Renault,2013,79900,8414.01
32444,Volkswagen,2013,70000,8414.01
32445,Opel,2014,196000,7920.0
32446,Honda,2014,31274,8118.0
32447,Ford,2014,33440,8207.1
32448,Hyundai,2014,100001,8216.01
32449,MINI,2014,122164,8217.0
32450,Opel,2014,87000,8316.0
32451,Mazda,2014,158000,8316.0
32452,Skoda,2014,95338,8405.1
32453,Ford,2014,154881,8414.01
32454,Peugeot,2014,82640,8415.0
32455,Volkswagen,2014,200000,8514.0
32456,Kia,2014,103450,8563.5
32457,Volkswagen,2014,176609,8603.1
32458,Ford,2014,33000,8603.1
32459,Mazda,2014,29860,8603.1
32460,Skoda,2014,77929,8613.0
32461,Hyundai,2014,71600,8652.6
32462,SEAT,2014,76400,8702.1
32463,Peugeot,2014,33000,8791.2
32464,Volkswagen,2014,7714,8801.1
32465,Honda,2015,104481,8405.1
32466,SsangYong,2015,134690,8414.01
32467,Volkswagen,2015,95000,8414.01
32468,Ford,2015,104079,8414.01
32469,Opel,2015,168999,8415.0
32470,Ford,2015,58000,8514.0
32471,Fiat,2015,215410,8514.0
32472,Kia,2015,88000,8514.0
32473,Renault,2015,47500,8563.5
32474,Ford,2015,103500,8603.1
32475,SEAT,2015,36445,8682.3
32476,Opel,2015,85930,8702.1
32477,Fiat,2015,183042,8711.01
32478,Skoda,2015,80000,8711.01
32479,Opel,2015,57848,8791.2
32480,Opel,2015,32891,8801.1
32481,Mazda,2015,225000,8811.0
32482,Volkswagen,2015,83000,8811.0
32483,Opel,2015,41623,8811.0
32484,SEAT,2016,99411,7910.1
32485,Dacia,2016,58821,7910.1
32486,Opel,2016,133522,7910.1
32487,Renault,2016,94719,7910.1
32488,Dacia,2016,39000,7910.1
32489,SEAT,2016,52000,7969.5
32490,Volkswagen,2016,34500,8108.1
32491,Skoda,2016,33000,8117.01
32492,Opel,2016,26500,8117.01
32493,Volkswagen,2016,164580,8118.0
32494,Volkswagen,2016,59300,8207.1
32495,Toyota,2016,41100,8207.1
32496,Skoda,2016,48681,8207.1
32497,Renault,2016,42000,8207.1
32498,Peugeot,2016,119800,8306.1
32499,Skoda,2016,24236,8306.1
32500,Skoda,2016,28882,8355.6
32501,Renault,2016,47246,8385.3
32502,Renault,2016,83172,8385.3
32503,Skoda,2016,25400,8405.1
32504,Dacia,2017,71560,7425.0
32505,Volkswagen,2017,68073,7425.0
32506,Skoda,2017,35000,7514.1
32507,Volkswagen,2017,66000,7612.11
32508,Nissan,2017,38000,7622.01
32509,Fiat,2017,45137,7662.6
32510,Ford,2017,39985,7692.3
32511,Fiat,2017,47930,7761.6
32512,Dacia,2017,99703,7761.6
32513,Dacia,2017,71300,7771.5
32514,Hyundai,2017,58424,7801.2
32515,Dacia,2017,95736,7801.2
32516,Ford,2017,69990,7809.12
32517,Citroen,2017,11150,7811.1
32518,Fiat,2017,27420,7860.6
32519,Fiat,2017,37120,7860.6
32520,Fiat,2017,26811,7860.6
32521,Fiat,2017,29986,7860.6
32522,Ford,2017,54881,7860.6
32523,Volkswagen,2018,54980,6920.1
32524,Skoda,2018,122250,7910.1
32525,Fiat,2018,63000,8900.1
32526,Skoda,2018,107997,9385.2
32527,Ford,2018,49741,9395.1
32528,Ford,2018,33988,9484.2
32529,smart,2018,22900,9741.6
32530,Fiat,2018,10000,9900.0
32531,Volkswagen,2018,50447,12553.2
32532,Renault,2018,13000,12771.0
32533,Ford,2018,38281,13850.1
32534,Renault,2018,12300,14751.0
32535,BMW,2018,23300,15127.2
32536,Skoda,2018,152500,16820.1
32537,Ford,2018,25500,17315.1
32538,Honda,2018,15990,17315.1
32539,SsangYong,2018,27742,17503.2
32540,Ford,2018,28000,17711.1
32541,Volkswagen,2018,10053,18275.4
32542,Volkswagen,2018,39400,18740.7
32543,Mercedes-Benz,2019,16400,34541.1
32544,Volvo,2019,12282,35046.0
32545,Volkswagen,2019,24240,35095.5
32546,Volkswagen,2019,19700,36620.1
32547,Mercedes-Benz,2019,8900,37105.2
32548,Audi,2019,20746,37372.5
32549,DS,2019,32957,38600.1
32550,Mercedes-Benz,2019,21495,39280.23
32551,Audi,2019,20667,39530.7
32552,Mercedes-Benz,2019,38417,39577.23
32553,Mercedes-Benz,2019,22593,39577.23
32554,Audi,2019,63368,39580.2
32555,BMW,2019,35002,39590.1
32556,BMW,2019,3930,39590.1
32557,Ford,2019,23490,43154.1
32558,BMW,2019,20498,44401.5
32559,Lexus,2019,65000,44540.1
32560,Audi,2019,40925,45381.6
32561,Audi,2020,26790,53331.3
32562,Audi,2020,13000,54004.5
32563,Volkswagen,2020,24120,54321.3
32564,Ford,2020,12400,54440.1
32565,Ford,2020,12400,54440.1
32566,Audi,2020,17000,55321.2
32567,Volkswagen,2020,20000,55380.6
32568,Audi,2020,13860,55380.6
32569,Audi,2020,15480,55420.2
32570,Audi,2020,9730,56113.2
32571,Volkswagen,2020,15780,58390.2
32572,Audi,2020,8000,58855.5
32573,Audi,2020,10000,59380.2
32574,Volkswagen,2020,93,59400.0
32575,Audi,2020,63000,61261.2
32576,Volkswagen,2020,14880,67161.6
32577,Audi,2020,5000,72715.5
32578,Audi,2020,20000,89050.5
32579,Audi,2020,26480,97900.11
32580,Audi,2020,50,120780.0
32581,Volkswagen,2021,2100,38511.0
32582,Volkswagen,2021,100,39055.5
32583,Volkswagen,2021,10,39095.1
32584,Mercedes-Benz,2021,4000,41035.5
32585,Mercedes-Benz,2021,4000,41175.09
32586,Volkswagen,2021,10,42347.25
32587,Mercedes-Benz,2021,3000,42461.1
32588,Toyota,2021,1000,44540.1
32589,Mercedes-Benz,2021,4000,44545.05
32590,Mercedes-Benz,2021,4000,45535.05
32591,Volkswagen,2021,2100,48411.0
32592,Volkswagen,2021,22,49450.5
32593,Volkswagen,2021,10,52222.5
32594,Opel,2011,111450,3761.0099999999998
32595,SEAT,2011,195100,3762.0
32596,Ford,2011,178800,3762.0
32597,Peugeot,2011,96879,3762.0
32598,Skoda,2011,162500,3762.0
32599,Skoda,2011,90758,3811.5
32600,SEAT,2011,106700,3851.1
32601,Toyota,2011,246000,3860.0099999999998
32602,smart,2011,112000,3860.0099999999998
32603,Mitsubishi,2011,140000,3860.0099999999998
32604,Hyundai,2011,116000,3860.0099999999998
32605,smart,2011,96000,3860.0099999999998
32606,Ford,2011,113000,3861.0
32607,Volkswagen,2011,155000,3861.0
32608,Fiat,2011,78076,3861.0
32609,Opel,2011,193000,3861.0
32610,Toyota,2011,82000,3861.0
32611,Ford,2011,115000,3861.0
32612,Peugeot,2011,168000,3861.0
32613,Volkswagen,2011,223000,3861.0
32614,Opel,2012,167500,4455.0
32615,Hyundai,2012,45000,4455.0
32616,smart,2012,82000,4455.0
32617,SEAT,2012,117000,4455.0
32618,Renault,2012,63000,4504.5
32619,Suzuki,2012,111000,4504.5
32620,BMW,2012,233237,4544.1
32621,Hyundai,2012,13571,4554.0
32622,Volkswagen,2012,192000,4554.0
32623,Nissan,2012,124500,4603.5
32624,smart,2012,76900,4603.5
32625,Opel,2012,124000,4643.1
32626,Renault,2012,130000,4643.1
32627,Opel,2012,210000,4652.01
32628,Volkswagen,2012,125000,4702.5
32629,Opel,2012,99877,4727.25
32630,Ford,2012,177000,4742.1
32631,Ford,2012,177000,4742.1
32632,Chevrolet,2012,49086,4742.1
32633,Dacia,2012,110000,4742.1
32634,Citroen,2013,85000,4851.0
32635,Toyota,2013,59123,4851.0
32636,Chevrolet,2013,66178,4851.0
32637,Hyundai,2013,76000,4851.0
32638,Fiat,2013,112785,4854.96
32639,Peugeot,2013,170889,4900.5
32640,Skoda,2013,107000,4900.5
32641,Renault,2013,66232,4930.2
32642,Citroen,2013,37005,4930.2
32643,Renault,2013,233000,4940.1
32644,Kia,2013,80000,4940.1
32645,Volkswagen,2013,96000,4940.1
32646,Hyundai,2013,136000,4948.0199999999995
32647,Mitsubishi,2013,75000,4949.01
32648,Opel,2013,90163,4949.01
32649,MINI,2013,242000,4949.01
32650,Fiat,2013,145225,4949.01
32651,Opel,2013,200000,4949.01
32652,Renault,2013,128000,4949.01
32653,Renault,2013,128000,4949.01
32654,Volkswagen,2014,16500,5435.1
32655,Hyundai,2014,51000,5435.1
32656,Ford,2014,130000,5444.01
32657,Hyundai,2014,101000,5444.01
32658,Opel,2014,158869,5444.01
32659,Citroen,2014,90000,5445.0
32660,Toyota,2014,166000,5445.0
32661,SEAT,2014,148910,5445.0
32662,Renault,2014,79400,5445.0
32663,Ford,2014,361000,5445.0
32664,Opel,2014,74677,5499.45
32665,Mercedes-Benz,2014,229600,5534.1
32666,Volkswagen,2014,98518,5542.0199999999995
32667,SEAT,2014,80858,5544.0
32668,Opel,2014,108900,5593.5
32669,Ford,2014,100000,5593.5
32670,Ford,2014,300000,5643.0
32671,smart,2014,48600,5643.0
32672,Hyundai,2014,132000,5643.0
32673,smart,2014,67447,5692.5
32674,Skoda,2015,60000,5435.1
32675,Renault,2015,115000,5435.1
32676,Opel,2015,95770,5444.01
32677,Fiat,2015,31000,5445.0
32678,Volkswagen,2015,70277,5445.0
32679,SEAT,2015,41700,5445.0
32680,Skoda,2015,182000,5642.01
32681,Ford,2015,54742,5692.5
32682,Skoda,2015,130000,5742.0
32683,Opel,2015,40500,5831.1
32684,Ford,2015,121000,5841.0
32685,Ford,2015,118000,5841.0
32686,Ford,2015,199500,5841.0
32687,Volkswagen,2015,160500,5841.0
32688,Hyundai,2015,55299,5884.56
32689,Dacia,2015,59987,5890.5
32690,Dacia,2015,104900,5930.1
32691,Volkswagen,2015,53800,5930.1
32692,Dacia,2015,115000,5930.1
32693,Ford,2015,89500,5930.1
32694,Ford,2016,58561,7613.1
32695,Volkswagen,2016,185000,8810.01
32696,Opel,2016,121000,8860.5
32697,Opel,2016,131500,8890.2
32698,Toyota,2016,25768,8900.1
32699,Hyundai,2016,81000,8909.01
32700,Ford,2016,98700,9603.0
32701,Skoda,2016,178000,9890.1
32702,Renault,2016,23500,9899.01
32703,Ford,2016,59850,10385.1
32704,Kia,2016,85308,10637.55
32705,BMW,2016,136000,10791.0
32706,Opel,2016,142000,10880.1
32707,Dacia,2016,54000,11769.12
32708,Volkswagen,2016,46675,12068.1
32709,Volkswagen,2016,85000,12365.1
32710,Renault,2016,87800,12429.45
32711,Skoda,2016,95887,12860.1
32712,Skoda,2016,87791,12860.1
32713,Opel,2016,26098,13463.01
32714,Mercedes-Benz,2017,52444,27700.2
32715,Volvo,2017,39580,27700.2
32716,Mercedes-Benz,2017,19093,27700.2
32717,Mercedes-Benz,2017,67275,27710.1
32718,Hyundai,2017,60000,27720.0
32719,Hyundai,2017,60000,27720.0
32720,Audi,2017,59249,28195.2
32721,Jaguar,2017,73455,28462.5
32722,Mercedes-Benz,2017,74000,28599.12
32723,Volkswagen,2017,62467,29155.5
32724,Ford,2017,73720,29194.11
32725,Audi,2017,46050,29195.1
32726,Volkswagen,2017,51511,29292.12
32727,Mercedes-Benz,2017,72600,29589.12
32728,Audi,2017,46000,29601.0
32729,Mercedes-Benz,2017,132216,29680.2
32730,Mercedes-Benz,2017,132216,29680.2
32731,Audi,2017,53554,29917.8
32732,Audi,2017,78423,30343.5
32733,Mercedes-Benz,2017,73800,30469.23
32734,Volkswagen,2018,80454,28700.1
32735,Mercedes-Benz,2018,16382,29551.5
32736,Volvo,2018,110450,29580.21
32737,Mercedes-Benz,2018,141560,29680.2
32738,Audi,2018,53818,29680.2
32739,Audi,2018,46455,30343.5
32740,Audi,2018,29509,30541.5
32741,Volkswagen,2018,44929,30878.1
32742,Volvo,2018,75376,31135.5
32743,Audi,2018,43422,31135.5
32744,Audi,2018,99050,31175.1
32745,Volvo,2018,31257,31521.6
32746,Audi,2018,14629,32125.5
32747,Volkswagen,2018,23573,32165.1
32748,Volvo,2018,61476,32422.5
32749,Audi,2018,83464,32521.5
32750,Audi,2018,50000,32521.5
32751,Jaguar,2018,74425,33412.5
32752,BMW,2018,29000,33561.0
32753,SEAT,2018,32000,33561.0
32754,Ford,2019,16849,24403.5
32755,Kia,2019,40000,24552.0
32756,Renault,2019,20205,24651.0
32757,Audi,2019,97042,24700.5
32758,Hyundai,2019,13802,25096.5
32759,Ford,2019,21500,25146.0
32760,Ford,2019,11443,25185.6
32761,Fiat,2019,10000,25235.1
32762,Volkswagen,2019,17900,25294.5
32763,Mazda,2019,18347,25591.5
32764,Ford,2019,27335,25690.5
32765,Hyundai,2019,3412,25730.1
32766,Volkswagen,2019,24313,26314.2
32767,Mercedes-Benz,2019,12900,26399.34
32768,Mercedes-Benz,2019,23000,26619.12
32769,Ford,2019,21,26729.01
32770,Volkswagen,2019,4515,27007.2
32771,Volkswagen,2019,20035,27116.1
32772,Volkswagen,2019,28645,27204.21
32773,Volkswagen,2020,7965,19701.0
32774,Volkswagen,2020,3860,19701.0
32775,Volkswagen,2020,4274,19701.0
32776,Ford,2020,4200,19750.5
32777,Hyundai,2020,1459,19780.2
32778,Renault,2020,10180,19790.1
32779,Renault,2020,12777,19790.1
32780,Renault,2020,11001,19790.1
32781,Ford,2020,16237,19790.1
32782,Ford,2020,3673,20017.8
32783,Ford,2020,10955,20095.02
32784,Ford,2020,8872,20194.02
32785,Fiat,2020,10,20275.2
32786,Ford,2020,8427,20275.2
32787,Renault,2020,20000,20284.11
32788,Ford,2020,18186,20285.1
32789,Ford,2020,18317,20301.93
32790,Volkswagen,2020,13900,20384.1
32791,Audi,2020,24900,20443.5
32792,Volkswagen,2021,50,33155.1
32793,Volkswagen,2021,10,33155.1
32794,Hyundai,2021,1000,33155.1
32795,Opel,2021,900,33204.6
32796,SEAT,2021,5,33432.3
32797,Hyundai,2021,5,34125.3
32798,Hyundai,2021,5,34125.3
32799,Opel,2021,3000,34204.5
32800,Cupra,2021,5,34392.6
32801,SEAT,2021,5,34422.3
32802,Cupra,2021,10,34600.5
32803,Hyundai,2021,5,34620.3
32804,Hyundai,2021,12,34638.12
32805,Hyundai,2021,0,35432.1
32806,Ford,2021,48,35432.1
32807,Skoda,2021,10,35590.5
32808,Hyundai,2021,6,35630.1
32809,Hyundai,2021,12,36123.12
32810,SEAT,2021,10,36184.5
32811,Hyundai,2021,5,36501.3
32812,Peugeot,2011,113000,3811.5
32813,Peugeot,2011,211000,3811.5
32814,Peugeot,2011,211000,3811.5
32815,Mitsubishi,2011,140000,3860.0099999999998
32816,Nissan,2011,88963,3860.0099999999998
32817,Renault,2011,94521,3860.0099999999998
32818,Hyundai,2011,114619,3860.0099999999998
32819,Peugeot,2011,93631,3860.0099999999998
32820,Opel,2011,158000,3861.0
32821,Ford,2011,115000,3861.0
32822,Opel,2011,264000,3861.0
32823,Renault,2011,199999,3861.0
32824,Skoda,2011,124000,3910.5
32825,Skoda,2011,84000,3910.5
32826,Opel,2011,119890,3947.13
32827,Chevrolet,2011,81863,3950.1
32828,Kia,2011,85000,3950.1
32829,SEAT,2011,159000,3950.1
32830,Renault,2011,210000,3950.1
32831,Renault,2011,177000,3950.1
32832,Ford,2012,78500,4207.5
32833,Alfa,2012,165000,4207.5
32834,Chevrolet,2012,94685,4207.5
32835,Renault,2012,53923,4217.4
32836,Volkswagen,2012,65000,4237.2
32837,Volkswagen,2012,77274,4247.1
32838,Toyota,2012,209850,4247.1
32839,Citroen,2012,77650,4256.01
32840,Peugeot,2012,148139,4257.0
32841,Ford,2012,42000,4257.0
32842,Renault,2012,103000,4257.0
32843,Skoda,2012,85000,4306.5
32844,Ford,2012,238000,4306.5
32845,Hyundai,2012,138000,4346.1
32846,Renault,2012,150000,4355.01
32847,SEAT,2012,148000,4399.56
32848,Dacia,2012,100950,4405.5
32849,Skoda,2012,142000,4445.1
32850,Renault,2012,72000,4445.1
32851,Hyundai,2012,81000,4445.1
32852,Toyota,2013,67040,4752.0
32853,Opel,2013,103000,4752.0
32854,SEAT,2013,142000,4752.0
32855,smart,2013,123400,4801.5
32856,Skoda,2013,84900,4801.5
32857,Fiat,2013,72500,4801.5
32858,Nissan,2013,106950,4841.1
32859,Skoda,2013,79945,4851.0
32860,Citroen,2013,85000,4851.0
32861,Hyundai,2013,76000,4851.0
32862,Ford,2013,109118,4851.0
32863,Kia,2013,153000,4899.51
32864,Ford,2013,100000,4900.5
32865,Ford,2013,167000,4900.5
32866,Skoda,2013,103000,4920.3
32867,Renault,2013,66232,4930.2
32868,Fiat,2013,62513,4930.2
32869,Citroen,2013,37005,4930.2
32870,Volkswagen,2013,96000,4940.1
32871,Opel,2013,122000,4940.1
32872,Volkswagen,2014,114000,5345.01
32873,Opel,2014,48643,5346.0
32874,Opel,2014,69950,5395.5
32875,Ford,2014,76600,5395.5
32876,Toyota,2014,88362,5425.2
32877,Opel,2014,100910,5435.1
32878,Volkswagen,2014,16500,5435.1
32879,Hyundai,2014,51000,5435.1
32880,Ford,2014,85165,5435.1
32881,Opel,2014,80000,5435.1
32882,Fiat,2014,34000,5435.1
32883,Ford,2014,130000,5444.01
32884,Opel,2014,88456,5444.01
32885,Opel,2014,92545,5445.0
32886,Skoda,2014,81000,5445.0
32887,SEAT,2014,148910,5445.0
32888,Volkswagen,2014,85300,5445.0
32889,Hyundai,2014,97800,5445.0
32890,Opel,2014,85000,5445.0
32891,Opel,2014,140050,5534.1
32892,Suzuki,2015,91829,5444.01
32893,Citroen,2015,128000,5445.0
32894,Mercedes-Benz,2015,173000,5445.0
32895,SEAT,2015,41700,5445.0
32896,Mitsubishi,2015,82500,5621.22
32897,SEAT,2015,138200,5633.1
32898,Ford,2015,50000,5692.5
32899,Renault,2015,72887,5692.5
32900,Dacia,2015,81000,5692.5
32901,SEAT,2015,97000,5712.3
32902,Opel,2015,175000,5732.1
32903,Citroen,2015,49381,5732.1
32904,SEAT,2015,72000,5741.01
32905,Opel,2015,41000,5742.0
32906,Opel,2015,115000,5742.0
32907,Opel,2015,103800,5791.5
32908,Renault,2015,73025,5791.5
32909,Volkswagen,2015,43200,5841.0
32910,Volkswagen,2015,160500,5841.0
32911,Ford,2015,113882,5841.0
32912,Mercedes-Benz,2016,50000,22497.75
32913,Audi,2016,31783,22760.1
32914,Audi,2016,57352,23146.2
32915,Volkswagen,2016,87548,23616.45
32916,Land,2016,62323,23661.0
32917,Audi,2016,90300,24700.5
32918,Skoda,2016,39258,24740.1
32919,Audi,2016,54942,25690.5
32920,Mercedes-Benz,2016,111000,26136.0
32921,Toyota,2016,44800,26690.4
32922,Audi,2016,95862,26709.21
32923,Volkswagen,2016,122887,27609.12
32924,Volkswagen,2016,90545,28489.23
32925,Volkswagen,2016,98500,28561.5
32926,Mercedes-Benz,2016,76000,29403.0
32927,Volkswagen,2016,89950,29479.23
32928,Volkswagen,2016,74106,29479.23
32929,Volkswagen,2016,88708,29479.23
32930,Volkswagen,2016,82891,33175.89
32931,Nissan,2017,52427,12860.1
32932,Kia,2017,79198,12860.1
32933,Nissan,2017,33132,13355.1
32934,Volkswagen,2017,30911,13810.5
32935,Nissan,2017,13037,14642.1
32936,Hyundai,2017,34032,14847.03
32937,Volkswagen,2017,116039,15790.5
32938,Audi,2017,101300,16780.5
32939,Volvo,2017,96000,16820.1
32940,Volkswagen,2017,49986,17275.5
32941,Mercedes-Benz,2017,44676,17701.2
32942,Volkswagen,2017,16610,17770.5
32943,SEAT,2017,35500,17820.0
32944,Audi,2017,199800,18265.5
32945,Volkswagen,2017,23970,18760.5
32946,SEAT,2017,22400,19245.6
32947,Volkswagen,2017,228600,19382.22
32948,Mercedes-Benz,2017,47942,19542.6
32949,Volvo,2017,78000,19592.1
32950,Opel,2017,88500,19681.2
32951,Volvo,2018,37495,45530.1
32952,BMW,2018,35911,45530.1
32953,Audi,2018,44877,45886.5
32954,Volvo,2018,52866,46520.1
32955,Volvo,2018,67987,47401.2
32956,Audi,2018,50590,50341.5
32957,Volkswagen,2018,29739,51915.6
32958,Audi,2018,66083,58281.3
32959,Porsche,2018,55861,59380.2
32960,Porsche,2018,31308,59895.0
32961,Mercedes-Benz,2018,43056,61667.1
32962,BMW,2018,35739,64251.0
32963,Mercedes-Benz,2018,42376,72116.55
32964,Mercedes-Benz,2018,59987,72161.1
32965,Mercedes-Benz,2018,13275,86021.1
32966,Porsche,2018,49202,98505.0
32967,Mercedes-Benz,2018,15934,156311.1
32968,Volkswagen,2018,25048,7375.5
32969,Opel,2018,31188,10385.1
32970,Opel,2018,143766,11988.9
32971,Volkswagen,2019,11500,40573.17
32972,Volkswagen,2019,14099,41025.6
32973,Mercedes-Benz,2019,20450,41976.0
32974,Volkswagen,2019,4565,42065.1
32975,Audi,2019,20000,42164.1
32976,Volvo,2019,24891,42362.1
32977,Volvo,2019,25290,42550.2
32978,Volvo,2019,7500,42550.2
32979,Volkswagen,2019,4995,43461.0
32980,Audi,2019,13323,43510.5
32981,Volvo,2019,17346,43540.2
32982,Volvo,2019,15627,43540.2
32983,Audi,2019,37699,44391.6
32984,Volvo,2019,17300,44985.6
32985,Audi,2019,5108,44995.5
32986,Audi,2019,29805,45391.5
32987,Volvo,2019,20540,45431.1
32988,Audi,2019,74782,45490.5
32989,Mercedes-Benz,2019,15000,46419.12
32990,Volvo,2019,12200,47421.0
32991,DS,2020,1500,31868.1
32992,Audi,2020,6962,32026.5
32993,Volkswagen,2020,23150,32115.6
32994,Volkswagen,2020,25350,32115.6
32995,Volkswagen,2020,3989,32353.2
32996,Volvo,2020,8262,32412.6
32997,Volvo,2020,3809,32462.1
32998,Opel,2020,4850,32462.1
32999,Audi,2020,19900,32521.5
33000,Mazda,2020,3165,32561.1
33001,Volkswagen,2020,10766,32561.1
33002,Opel,2020,3550,32620.5
33003,Ford,2020,19767,32660.1
33004,Volkswagen,2020,7017,32858.1
33005,Volkswagen,2020,22470,32887.8
33006,Volkswagen,2020,16380,33105.6
33007,Volkswagen,2020,19999,33108.57
33008,Audi,2020,15754,33115.5
33009,Ford,2020,16000,33313.5
33010,Volkswagen,2020,27090,33323.4
33011,Cupra,2021,10,42560.1
33012,Cupra,2021,10,43253.1
33013,Audi,2021,3000,44203.5
33014,Volvo,2021,1293,44540.1
33015,Cupra,2021,25,44540.1
33016,Cupra,2021,25,44540.1
33017,Volkswagen,2021,9999,45099.45
33018,Cupra,2021,10,45431.1
33019,Renault,2021,1520,45436.05
33020,Cupra,2021,10,45688.5
33021,Cupra,2021,2990,46520.1
33022,Opel,2021,1000,47173.5
33023,Peugeot,2021,4900,48282.3
33024,Audi,2021,4999,48727.8
33025,Alfa,2021,10,49390.11
33026,DS,2021,1,52460.1
33027,Volvo,2021,50,54440.1
33028,Volkswagen,2021,1658,54895.5
33029,Volkswagen,2021,9999,54999.45
33030,Audi,2021,8999,55430.1
33031,Volkswagen,2011,158000,7177.5
33032,Ford,2011,116800,7217.1
33033,Opel,2011,55000,7306.2
33034,Opel,2011,54500,7316.1
33035,MINI,2011,95000,7326.0
33036,Ford,2011,47940,7370.55
33037,Toyota,2011,75015,7405.2
33038,Opel,2011,89365,7410.15
33039,MINI,2011,54700,7415.1
33040,Suzuki,2011,75000,7415.1
33041,Nissan,2011,146900,7424.01
33042,Volkswagen,2011,163870,7425.0
33043,Audi,2011,108000,7425.0
33044,Volkswagen,2011,55600,7425.0
33045,BMW,2011,134695,7425.0
33046,Skoda,2011,78000,7425.0
33047,Mercedes-Benz,2011,92800,7425.0
33048,Volkswagen,2011,89000,7523.01
33049,Mazda,2011,145500,7524.0
33050,Volkswagen,2011,170034,7573.5
33051,Skoda,2012,168305,7900.2
33052,Skoda,2012,62400,7900.2
33053,Volkswagen,2012,90000,7910.1
33054,Ford,2012,90717,7910.1
33055,Volkswagen,2012,46900,7910.1
33056,Hyundai,2012,135518,7919.01
33057,Ford,2012,76255,7919.01
33058,Peugeot,2012,83923,7919.01
33059,Citroen,2012,121000,7920.0
33060,Skoda,2012,199000,7920.0
33061,Hyundai,2012,53000,8018.01
33062,Suzuki,2012,81000,8118.0
33063,Opel,2012,131856,8197.2
33064,Mazda,2012,114862,8216.01
33065,Volkswagen,2012,197144,8306.1
33066,Opel,2012,78100,8385.3
33067,Volkswagen,2012,125979,8395.2
33068,Chevrolet,2012,135900,8405.1
33069,BMW,2012,119000,8414.01
33070,Ford,2012,145000,8415.0
33071,Ford,2013,74400,8890.2
33072,Volvo,2013,206000,8900.1
33073,Opel,2013,85300,8900.1
33074,BMW,2013,101000,8900.1
33075,Opel,2013,75598,8900.1
33076,Citroen,2013,73000,8900.1
33077,Honda,2013,54406,8900.1
33078,BMW,2013,124000,8900.1
33079,Mazda,2013,54875,8900.1
33080,Mitsubishi,2013,120000,8900.1
33081,Ford,2013,73121,8908.02
33082,Opel,2013,107000,8909.01
33083,Volkswagen,2013,199999,8909.01
33084,Volkswagen,2013,112000,8909.01
